MMSI_x,BaseDateTime_x,LAT_x,LON_x,SOG_x,COG_x,Heading_x,VesselName_x,IMO_x,CallSign_x,VesselType_x,Status_x,Length_x,Width_x,Draft_x,Cargo_x,MMSI_y,BaseDateTime_y,LAT_y,LON_y,SOG_y,COG_y,Heading_y,VesselName_y,IMO_y,CallSign_y,VesselType_y,Status_y,Length_y,Width_y,Draft_y,Cargo_y,
366998170,2017-12-01T00:22:16,40.64867,-74.09588,0.0,-167.8,267.0,PEARL COAST,IMO7806477,WDJ2403,1025,under way using engine,41.64,12.22,,,313-568.5,367782880,2017-12-01T00:22:17,40.67168,-74.02183,23.3,181.9,181.0,H203,,WDJ4962,1012,undefined,,,,,313-568.5
366998170,2017-12-01T00:22:16,40.64867,-74.09588,0.0,-167.8,267.0,PEARL COAST,IMO7806477,WDJ2403,1025,under way using engine,41.64,12.22,,,313-569,367782880,2017-12-01T00:22:17,40.67168,-74.02183,23.3,181.9,181.0,H203,,WDJ4962,1012,undefined,,,,,313-569
366998170,2017-12-01T00:22:16,40.64867,-74.09588,0.0,-167.8,267.0,PEARL COAST,IMO7806477,WDJ2403,1025,under way using engine,41.64,12.22,,,313.5-568.5,367782880,2017-12-01T00:22:17,40.67168,-74.02183,23.3,181.9,181.0,H203,,WDJ4962,1012,undefined,,,,,313.5-568.5
366998170,2017-12-01T00:22:16,40.64867,-74.09588,0.0,-167.8,267.0,PEARL COAST,IMO7806477,WDJ2403,1025,under way using engine,41.64,12.22,,,313.5-569,367782880,2017-12-01T00:22:17,40.67168,-74.02183,23.3,181.9,181.0,H203,,WDJ4962,1012,undefined,,,,,313.5-569
366516380,2017-12-01T00:59:59,40.66189,-74.04389,0.1,-138.6,221.0,MORGAN REINAUER,IMO8101733,WCA3764,1025,under way using engine,38.41,10.37,,,313-568.5,538005598,2017-12-01T00:59:57,40.64584,-74.09514,0.0,-134.7,266.0,CORONIS,IMO9299616,V7FH8,1004,moored,224.97,32.62,14.3,70,313-568.5
366516380,2017-12-01T00:59:59,40.66189,-74.04389,0.1,-138.6,221.0,MORGAN REINAUER,IMO8101733,WCA3764,1025,under way using engine,38.41,10.37,,,313-569,538005598,2017-12-01T00:59:57,40.64584,-74.09514,0.0,-134.7,266.0,CORONIS,IMO9299616,V7FH8,1004,moored,224.97,32.62,14.3,70,313-569
366516380,2017-12-01T00:59:59,40.66189,-74.04389,0.1,-138.6,221.0,MORGAN REINAUER,IMO8101733,WCA3764,1025,under way using engine,38.41,10.37,,,313.5-568.5,538005598,2017-12-01T00:59:57,40.64584,-74.09514,0.0,-134.7,266.0,CORONIS,IMO9299616,V7FH8,1004,moored,224.97,32.62,14.3,70,313.5-568.5
366516380,2017-12-01T00:59:59,40.66189,-74.04389,0.1,-138.6,221.0,MORGAN REINAUER,IMO8101733,WCA3764,1025,under way using engine,38.41,10.37,,,313.5-569,538005598,2017-12-01T00:59:57,40.64584,-74.09514,0.0,-134.7,266.0,CORONIS,IMO9299616,V7FH8,1004,moored,224.97,32.62,14.3,70,313.5-569
366990540,2017-12-01T02:50:32,40.76094,-74.00382,0.0,145.2,511.0,PORT IMPERIAL MANHAT,,WBP3384,1012,under way using engine,27.34,7.3,,,314-568.5,367764240,2017-12-01T02:50:30,40.74220,-74.07931,0.0,-156.3,511.0,MICHAEL MILLER,IMO6708472,WDJ3048,1025,under way using engine,25.91,7.78,2.4,90,314-568.5
366990540,2017-12-01T02:50:32,40.76094,-74.00382,0.0,145.2,511.0,PORT IMPERIAL MANHAT,,WBP3384,1012,under way using engine,27.34,7.3,,,314-569,367764240,2017-12-01T02:50:30,40.74220,-74.07931,0.0,-156.3,511.0,MICHAEL MILLER,IMO6708472,WDJ3048,1025,under way using engine,25.91,7.78,2.4,90,314-569
366990540,2017-12-01T02:50:32,40.76094,-74.00382,0.0,145.2,511.0,PORT IMPERIAL MANHAT,,WBP3384,1012,under way using engine,27.34,7.3,,,314.5-568.5,367764240,2017-12-01T02:50:30,40.74220,-74.07931,0.0,-156.3,511.0,MICHAEL MILLER,IMO6708472,WDJ3048,1025,under way using engine,25.91,7.78,2.4,90,314.5-568.5
366990540,2017-12-01T02:50:32,40.76094,-74.00382,0.0,145.2,511.0,PORT IMPERIAL MANHAT,,WBP3384,1012,under way using engine,27.34,7.3,,,314.5-569,367764240,2017-12-01T02:50:30,40.74220,-74.07931,0.0,-156.3,511.0,MICHAEL MILLER,IMO6708472,WDJ3048,1025,under way using engine,25.91,7.78,2.4,90,314.5-569
367531710,2017-12-01T06:36:12,40.70464,-73.97247,0.0,-129.2,511.0,FDNY BATT,,WDG3982,,undefined,,,,,314-568.5,367764240,2017-12-01T06:36:12,40.74229,-74.07935,0.0,-129.0,511.0,MICHAEL MILLER,IMO6708472,WDJ3048,1025,under way using engine,25.91,7.78,2.4,90,314-568.5
367531710,2017-12-01T06:36:12,40.70464,-73.97247,0.0,-129.2,511.0,FDNY BATT,,WDG3982,,undefined,,,,,314-569,367764240,2017-12-01T06:36:12,40.74229,-74.07935,0.0,-129.0,511.0,MICHAEL MILLER,IMO6708472,WDJ3048,1025,under way using engine,25.91,7.78,2.4,90,314-569
367531710,2017-12-01T06:36:12,40.70464,-73.97247,0.0,-129.2,511.0,FDNY BATT,,WDG3982,,undefined,,,,,314.5-568.5,367764240,2017-12-01T06:36:12,40.74229,-74.07935,0.0,-129.0,511.0,MICHAEL MILLER,IMO6708472,WDJ3048,1025,under way using engine,25.91,7.78,2.4,90,314.5-568.5
367531710,2017-12-01T06:36:12,40.70464,-73.97247,0.0,-129.2,511.0,FDNY BATT,,WDG3982,,undefined,,,,,314.5-569,367764240,2017-12-01T06:36:12,40.74229,-74.07935,0.0,-129.0,511.0,MICHAEL MILLER,IMO6708472,WDJ3048,1025,under way using engine,25.91,7.78,2.4,90,314.5-569
367694720,2017-12-01T11:19:35,40.64174,-74.19289,0.0,-49.6,511.0,JANET D,,WDI4058,1025,under way using engine,20.42,,,,313-569.5,538004094,2017-12-01T11:19:38,40.64324,-74.14758,4.9,-95.6,328.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,under way using engine,261.08,32.25,,,313-569.5
367694720,2017-12-01T11:19:35,40.64174,-74.19289,0.0,-49.6,511.0,JANET D,,WDI4058,1025,under way using engine,20.42,,,,313-570,538004094,2017-12-01T11:19:38,40.64324,-74.14758,4.9,-95.6,328.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,under way using engine,261.08,32.25,,,313-570
367694720,2017-12-01T11:19:35,40.64174,-74.19289,0.0,-49.6,511.0,JANET D,,WDI4058,1025,under way using engine,20.42,,,,313.5-569.5,538004094,2017-12-01T11:19:38,40.64324,-74.14758,4.9,-95.6,328.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,under way using engine,261.08,32.25,,,313.5-569.5
367694720,2017-12-01T11:19:35,40.64174,-74.19289,0.0,-49.6,511.0,JANET D,,WDI4058,1025,under way using engine,20.42,,,,313.5-570,538004094,2017-12-01T11:19:38,40.64324,-74.14758,4.9,-95.6,328.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,under way using engine,261.08,32.25,,,313.5-570
367668450,2017-12-01T11:46:19,40.70479,-73.97275,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314-568.5,366853420,2017-12-01T11:46:20,40.71106,-74.04322,1.5,125.5,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314-568.5
367668450,2017-12-01T11:46:19,40.70479,-73.97275,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314-569,366853420,2017-12-01T11:46:20,40.71106,-74.04322,1.5,125.5,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314-569
367668450,2017-12-01T11:46:19,40.70479,-73.97275,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314.5-568.5,366853420,2017-12-01T11:46:20,40.71106,-74.04322,1.5,125.5,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314.5-568.5
367668450,2017-12-01T11:46:19,40.70479,-73.97275,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314.5-569,366853420,2017-12-01T11:46:20,40.71106,-74.04322,1.5,125.5,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314.5-569
369230000,2017-12-01T12:00:00,40.66727,-74.00257,0.0,0.0,16.0,PHILADELPHIA,IMO9819428,WDJ3655,1025,under way using engine,,,,,313-568.5,367782880,2017-12-01T11:59:59,40.65261,-74.02821,22.7,27.8,27.0,H203,,WDJ4962,1012,undefined,,,,,313-568.5
369230000,2017-12-01T12:00:00,40.66727,-74.00257,0.0,0.0,16.0,PHILADELPHIA,IMO9819428,WDJ3655,1025,under way using engine,,,,,313-569,367782880,2017-12-01T11:59:59,40.65261,-74.02821,22.7,27.8,27.0,H203,,WDJ4962,1012,undefined,,,,,313-569
538004094,2017-12-01T11:59:59,40.67607,-74.14173,0.4,-134.3,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,under way using engine,261.08,32.25,,,313-569.5,338073000,2017-12-01T11:59:57,40.64256,-74.13574,12.2,78.9,79.0,JRT MORAN,IMO9794707,WDI3936,1025,under way using engine,27.01,,,,313-569.5
538004094,2017-12-01T11:59:59,40.67607,-74.14173,0.4,-134.3,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,under way using engine,261.08,32.25,,,313-570,338073000,2017-12-01T11:59:57,40.64256,-74.13574,12.2,78.9,79.0,JRT MORAN,IMO9794707,WDI3936,1025,under way using engine,27.01,,,,313-570
369230000,2017-12-01T12:00:00,40.66727,-74.00257,0.0,0.0,16.0,PHILADELPHIA,IMO9819428,WDJ3655,1025,under way using engine,,,,,313.5-568.5,367782880,2017-12-01T11:59:59,40.65261,-74.02821,22.7,27.8,27.0,H203,,WDJ4962,1012,undefined,,,,,313.5-568.5
369230000,2017-12-01T12:00:00,40.66727,-74.00257,0.0,0.0,16.0,PHILADELPHIA,IMO9819428,WDJ3655,1025,under way using engine,,,,,313.5-569,367782880,2017-12-01T11:59:59,40.65261,-74.02821,22.7,27.8,27.0,H203,,WDJ4962,1012,undefined,,,,,313.5-569
538004094,2017-12-01T11:59:59,40.67607,-74.14173,0.4,-134.3,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,under way using engine,261.08,32.25,,,313.5-569.5,338073000,2017-12-01T11:59:57,40.64256,-74.13574,12.2,78.9,79.0,JRT MORAN,IMO9794707,WDI3936,1025,under way using engine,27.01,,,,313.5-569.5
538004094,2017-12-01T11:59:59,40.67607,-74.14173,0.4,-134.3,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,under way using engine,261.08,32.25,,,313.5-570,338073000,2017-12-01T11:59:57,40.64256,-74.13574,12.2,78.9,79.0,JRT MORAN,IMO9794707,WDI3936,1025,under way using engine,27.01,,,,313.5-570
367110280,2017-12-01T12:59:46,40.63850,-74.15587,0.0,-49.6,511.0,JAY MICHAEL,,WDD2051,1025,under way using engine,20.91,7.3,,,313-569.5,538004094,2017-12-01T12:59:50,40.67606,-74.14222,0.1,-126.5,129.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313-569.5
367110280,2017-12-01T12:59:46,40.63850,-74.15587,0.0,-49.6,511.0,JAY MICHAEL,,WDD2051,1025,under way using engine,20.91,7.3,,,313-570,538004094,2017-12-01T12:59:50,40.67606,-74.14222,0.1,-126.5,129.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313-570
367110280,2017-12-01T12:59:46,40.63850,-74.15587,0.0,-49.6,511.0,JAY MICHAEL,,WDD2051,1025,under way using engine,20.91,7.3,,,313.5-569.5,538004094,2017-12-01T12:59:50,40.67606,-74.14222,0.1,-126.5,129.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313.5-569.5
367110280,2017-12-01T12:59:46,40.63850,-74.15587,0.0,-49.6,511.0,JAY MICHAEL,,WDD2051,1025,under way using engine,20.91,7.3,,,313.5-570,538004094,2017-12-01T12:59:50,40.67606,-74.14222,0.1,-126.5,129.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313.5-570
367782690,2017-12-01T12:59:46,40.70365,-74.00610,0.0,-198.2,238.0,H202,,WDJ4943,1012,under way using engine,,,,,314-568.5,367531740,2017-12-01T12:59:47,40.74054,-74.01195,0.1,197.3,511.0,FDNY M1A,,WDG3985,1018,under way using engine,,,,,314-568.5
367782690,2017-12-01T12:59:46,40.70365,-74.00610,0.0,-198.2,238.0,H202,,WDJ4943,1012,under way using engine,,,,,314-568.5,367482990,2017-12-01T12:59:45,40.71470,-74.01791,0.1,-56.6,511.0,YORK,,WDF7289,1012,under way using engine,21.03,7.8,,60,314-568.5
367531740,2017-12-01T12:59:47,40.74054,-74.01195,0.1,197.3,511.0,FDNY M1A,,WDG3985,1018,under way using engine,,,,,314-568.5,367482990,2017-12-01T12:59:45,40.71470,-74.01791,0.1,-56.6,511.0,YORK,,WDF7289,1012,under way using engine,21.03,7.8,,60,314-568.5
367782690,2017-12-01T12:59:46,40.70365,-74.00610,0.0,-198.2,238.0,H202,,WDJ4943,1012,under way using engine,,,,,314-569,367531740,2017-12-01T12:59:47,40.74054,-74.01195,0.1,197.3,511.0,FDNY M1A,,WDG3985,1018,under way using engine,,,,,314-569
367782690,2017-12-01T12:59:46,40.70365,-74.00610,0.0,-198.2,238.0,H202,,WDJ4943,1012,under way using engine,,,,,314-569,367482990,2017-12-01T12:59:45,40.71470,-74.01791,0.1,-56.6,511.0,YORK,,WDF7289,1012,under way using engine,21.03,7.8,,60,314-569
367531740,2017-12-01T12:59:47,40.74054,-74.01195,0.1,197.3,511.0,FDNY M1A,,WDG3985,1018,under way using engine,,,,,314-569,367482990,2017-12-01T12:59:45,40.71470,-74.01791,0.1,-56.6,511.0,YORK,,WDF7289,1012,under way using engine,21.03,7.8,,60,314-569
367782690,2017-12-01T12:59:46,40.70365,-74.00610,0.0,-198.2,238.0,H202,,WDJ4943,1012,under way using engine,,,,,314.5-568.5,367531740,2017-12-01T12:59:47,40.74054,-74.01195,0.1,197.3,511.0,FDNY M1A,,WDG3985,1018,under way using engine,,,,,314.5-568.5
367782690,2017-12-01T12:59:46,40.70365,-74.00610,0.0,-198.2,238.0,H202,,WDJ4943,1012,under way using engine,,,,,314.5-568.5,367482990,2017-12-01T12:59:45,40.71470,-74.01791,0.1,-56.6,511.0,YORK,,WDF7289,1012,under way using engine,21.03,7.8,,60,314.5-568.5
367531740,2017-12-01T12:59:47,40.74054,-74.01195,0.1,197.3,511.0,FDNY M1A,,WDG3985,1018,under way using engine,,,,,314.5-568.5,367482990,2017-12-01T12:59:45,40.71470,-74.01791,0.1,-56.6,511.0,YORK,,WDF7289,1012,under way using engine,21.03,7.8,,60,314.5-568.5
367782690,2017-12-01T12:59:46,40.70365,-74.00610,0.0,-198.2,238.0,H202,,WDJ4943,1012,under way using engine,,,,,314.5-569,367531740,2017-12-01T12:59:47,40.74054,-74.01195,0.1,197.3,511.0,FDNY M1A,,WDG3985,1018,under way using engine,,,,,314.5-569
367782690,2017-12-01T12:59:46,40.70365,-74.00610,0.0,-198.2,238.0,H202,,WDJ4943,1012,under way using engine,,,,,314.5-569,367482990,2017-12-01T12:59:45,40.71470,-74.01791,0.1,-56.6,511.0,YORK,,WDF7289,1012,under way using engine,21.03,7.8,,60,314.5-569
367531740,2017-12-01T12:59:47,40.74054,-74.01195,0.1,197.3,511.0,FDNY M1A,,WDG3985,1018,under way using engine,,,,,314.5-569,367482990,2017-12-01T12:59:45,40.71470,-74.01791,0.1,-56.6,511.0,YORK,,WDF7289,1012,under way using engine,21.03,7.8,,60,314.5-569
338055972,2017-12-01T14:13:38,40.70980,-74.04093,0.0,179.9,511.0,DESTINY,,,1019,,16.4,,,,314-568.5,367726480,2017-12-01T14:13:37,40.69900,-74.04050,0.0,-115.0,511.0,MISS ELLIS ISLAND,,WDI7213,1012,under way using engine,37.46,9.9,,,314-568.5
338055972,2017-12-01T14:13:38,40.70980,-74.04093,0.0,179.9,511.0,DESTINY,,,1019,,16.4,,,,314-569,367726480,2017-12-01T14:13:37,40.69900,-74.04050,0.0,-115.0,511.0,MISS ELLIS ISLAND,,WDI7213,1012,under way using engine,37.46,9.9,,,314-569
338055972,2017-12-01T14:13:38,40.70980,-74.04093,0.0,179.9,511.0,DESTINY,,,1019,,16.4,,,,314.5-568.5,367726480,2017-12-01T14:13:37,40.69900,-74.04050,0.0,-115.0,511.0,MISS ELLIS ISLAND,,WDI7213,1012,under way using engine,37.46,9.9,,,314.5-568.5
338055972,2017-12-01T14:13:38,40.70980,-74.04093,0.0,179.9,511.0,DESTINY,,,1019,,16.4,,,,314.5-569,367726480,2017-12-01T14:13:37,40.69900,-74.04050,0.0,-115.0,511.0,MISS ELLIS ISLAND,,WDI7213,1012,under way using engine,37.46,9.9,,,314.5-569
367776270,2017-12-01T14:43:14,40.65406,-74.02631,22.1,35.0,34.0,H200,,WDJ4295,1012,under way using engine,,,,,313-568.5,367797260,2017-12-01T14:43:13,40.67067,-74.02116,21.1,174.2,175.0,H208,,WDJ6389,1012,under way using engine,,,,,313-568.5
367776270,2017-12-01T14:43:14,40.65406,-74.02631,22.1,35.0,34.0,H200,,WDJ4295,1012,under way using engine,,,,,313-569,367797260,2017-12-01T14:43:13,40.67067,-74.02116,21.1,174.2,175.0,H208,,WDJ6389,1012,under way using engine,,,,,313-569
367776270,2017-12-01T14:43:14,40.65406,-74.02631,22.1,35.0,34.0,H200,,WDJ4295,1012,under way using engine,,,,,313.5-568.5,367797260,2017-12-01T14:43:13,40.67067,-74.02116,21.1,174.2,175.0,H208,,WDJ6389,1012,under way using engine,,,,,313.5-568.5
367776270,2017-12-01T14:43:14,40.65406,-74.02631,22.1,35.0,34.0,H200,,WDJ4295,1012,under way using engine,,,,,313.5-569,367797260,2017-12-01T14:43:13,40.67067,-74.02116,21.1,174.2,175.0,H208,,WDJ6389,1012,under way using engine,,,,,313.5-569
367449870,2017-12-01T16:50:49,40.66735,-74.03815,0.2,-118.0,147.0,BROOKE CHAPMAN,IMO9223875,WDI8453,1025,under way using engine,33.5,10.4,,,313-568.5,366870980,2017-12-01T16:50:46,40.65067,-74.04131,5.4,-88.3,511.0,JOYCE D BROWN,IMO8976487,WDA9975,1025,under way using engine,23.77,7.92,,52,313-568.5
367449870,2017-12-01T16:50:49,40.66735,-74.03815,0.2,-118.0,147.0,BROOKE CHAPMAN,IMO9223875,WDI8453,1025,under way using engine,33.5,10.4,,,313-569,366870980,2017-12-01T16:50:46,40.65067,-74.04131,5.4,-88.3,511.0,JOYCE D BROWN,IMO8976487,WDA9975,1025,under way using engine,23.77,7.92,,52,313-569
367449870,2017-12-01T16:50:49,40.66735,-74.03815,0.2,-118.0,147.0,BROOKE CHAPMAN,IMO9223875,WDI8453,1025,under way using engine,33.5,10.4,,,313.5-568.5,366870980,2017-12-01T16:50:46,40.65067,-74.04131,5.4,-88.3,511.0,JOYCE D BROWN,IMO8976487,WDA9975,1025,under way using engine,23.77,7.92,,52,313.5-568.5
367449870,2017-12-01T16:50:49,40.66735,-74.03815,0.2,-118.0,147.0,BROOKE CHAPMAN,IMO9223875,WDI8453,1025,under way using engine,33.5,10.4,,,313.5-569,366870980,2017-12-01T16:50:46,40.65067,-74.04131,5.4,-88.3,511.0,JOYCE D BROWN,IMO8976487,WDA9975,1025,under way using engine,23.77,7.92,,52,313.5-569
367113120,2017-12-01T18:33:12,40.64198,-74.13904,5.1,76.9,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,313-569.5,303461000,2017-12-01T18:33:13,40.64652,-74.16749,8.7,-142.3,274.0,FELLS POINT,IMO9704427,WDH5561,1025,under way using engine,29.16,9.75,,,313-569.5
367113120,2017-12-01T18:33:12,40.64198,-74.13904,5.1,76.9,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,313-570,303461000,2017-12-01T18:33:13,40.64652,-74.16749,8.7,-142.3,274.0,FELLS POINT,IMO9704427,WDH5561,1025,under way using engine,29.16,9.75,,,313-570
367113120,2017-12-01T18:33:12,40.64198,-74.13904,5.1,76.9,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,313.5-569.5,303461000,2017-12-01T18:33:13,40.64652,-74.16749,8.7,-142.3,274.0,FELLS POINT,IMO9704427,WDH5561,1025,under way using engine,29.16,9.75,,,313.5-569.5
367113120,2017-12-01T18:33:12,40.64198,-74.13904,5.1,76.9,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,313.5-570,303461000,2017-12-01T18:33:13,40.64652,-74.16749,8.7,-142.3,274.0,FELLS POINT,IMO9704427,WDH5561,1025,under way using engine,29.16,9.75,,,313.5-570
366851680,2017-12-01T18:55:58,40.71870,-74.03142,4.3,195.9,511.0,SEN FRANK LAUTENBERG,,WDA8191,1012,under way using engine,23.93,8.7,,,314-568.5,367481540,2017-12-01T18:55:57,40.74107,-74.08000,0.0,142.8,511.0,KAREN KOBY,IMO8651324,WDF7145,1025,power-driven vessel towing astern,29.88,8.8,,,314-568.5
366851680,2017-12-01T18:55:58,40.71870,-74.03142,4.3,195.9,511.0,SEN FRANK LAUTENBERG,,WDA8191,1012,under way using engine,23.93,8.7,,,314-569,367481540,2017-12-01T18:55:57,40.74107,-74.08000,0.0,142.8,511.0,KAREN KOBY,IMO8651324,WDF7145,1025,power-driven vessel towing astern,29.88,8.8,,,314-569
366851680,2017-12-01T18:55:58,40.71870,-74.03142,4.3,195.9,511.0,SEN FRANK LAUTENBERG,,WDA8191,1012,under way using engine,23.93,8.7,,,314.5-568.5,367481540,2017-12-01T18:55:57,40.74107,-74.08000,0.0,142.8,511.0,KAREN KOBY,IMO8651324,WDF7145,1025,power-driven vessel towing astern,29.88,8.8,,,314.5-568.5
366851680,2017-12-01T18:55:58,40.71870,-74.03142,4.3,195.9,511.0,SEN FRANK LAUTENBERG,,WDA8191,1012,under way using engine,23.93,8.7,,,314.5-569,367481540,2017-12-01T18:55:57,40.74107,-74.08000,0.0,142.8,511.0,KAREN KOBY,IMO8651324,WDF7145,1025,power-driven vessel towing astern,29.88,8.8,,,314.5-569
366990610,2017-12-01T19:59:58,40.73472,-74.02652,0.1,143.8,511.0,GEORGE WASHINGTON,,WDI2555,1012,under way using engine,26.61,7.3,,,314-568.5,366868360,2017-12-01T19:59:58,40.71529,-74.01747,0.1,-173.6,511.0,HOBOKEN,,WDH5566,1012,under way using engine,23.93,8.7,,,314-568.5
366990610,2017-12-01T19:59:58,40.73472,-74.02652,0.1,143.8,511.0,GEORGE WASHINGTON,,WDI2555,1012,under way using engine,26.61,7.3,,,314-569,366868360,2017-12-01T19:59:58,40.71529,-74.01747,0.1,-173.6,511.0,HOBOKEN,,WDH5566,1012,under way using engine,23.93,8.7,,,314-569
366990610,2017-12-01T19:59:58,40.73472,-74.02652,0.1,143.8,511.0,GEORGE WASHINGTON,,WDI2555,1012,under way using engine,26.61,7.3,,,314.5-568.5,366868360,2017-12-01T19:59:58,40.71529,-74.01747,0.1,-173.6,511.0,HOBOKEN,,WDH5566,1012,under way using engine,23.93,8.7,,,314.5-568.5
366990610,2017-12-01T19:59:58,40.73472,-74.02652,0.1,143.8,511.0,GEORGE WASHINGTON,,WDI2555,1012,under way using engine,26.61,7.3,,,314.5-569,366868360,2017-12-01T19:59:58,40.71529,-74.01747,0.1,-173.6,511.0,HOBOKEN,,WDH5566,1012,under way using engine,23.93,8.7,,,314.5-569
338329000,2017-12-01T20:59:54,40.68776,-74.15680,0.0,-174.7,342.0,KINGS POINT,IMO9704439,WDH9083,1025,at anchor,29.16,,,,313-569.5,538004094,2017-12-01T20:59:53,40.67608,-74.14215,0.0,-165.4,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313-569.5
338329000,2017-12-01T20:59:54,40.68776,-74.15680,0.0,-174.7,342.0,KINGS POINT,IMO9704439,WDH9083,1025,at anchor,29.16,,,,313-569.5,367770270,2017-12-01T20:59:53,40.64336,-74.14851,6.6,-92.8,320.0,CAPT BRIAN A MCALLIS,IMO9813632,WDJ3677,1025,undefined,,,,,313-569.5
538004094,2017-12-01T20:59:53,40.67608,-74.14215,0.0,-165.4,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313-569.5,367770270,2017-12-01T20:59:53,40.64336,-74.14851,6.6,-92.8,320.0,CAPT BRIAN A MCALLIS,IMO9813632,WDJ3677,1025,undefined,,,,,313-569.5
338329000,2017-12-01T20:59:54,40.68776,-74.15680,0.0,-174.7,342.0,KINGS POINT,IMO9704439,WDH9083,1025,at anchor,29.16,,,,313-570,538004094,2017-12-01T20:59:53,40.67608,-74.14215,0.0,-165.4,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313-570
338329000,2017-12-01T20:59:54,40.68776,-74.15680,0.0,-174.7,342.0,KINGS POINT,IMO9704439,WDH9083,1025,at anchor,29.16,,,,313-570,367770270,2017-12-01T20:59:53,40.64336,-74.14851,6.6,-92.8,320.0,CAPT BRIAN A MCALLIS,IMO9813632,WDJ3677,1025,undefined,,,,,313-570
538004094,2017-12-01T20:59:53,40.67608,-74.14215,0.0,-165.4,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313-570,367770270,2017-12-01T20:59:53,40.64336,-74.14851,6.6,-92.8,320.0,CAPT BRIAN A MCALLIS,IMO9813632,WDJ3677,1025,undefined,,,,,313-570
338329000,2017-12-01T20:59:54,40.68776,-74.15680,0.0,-174.7,342.0,KINGS POINT,IMO9704439,WDH9083,1025,at anchor,29.16,,,,313.5-569.5,538004094,2017-12-01T20:59:53,40.67608,-74.14215,0.0,-165.4,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313.5-569.5
338329000,2017-12-01T20:59:54,40.68776,-74.15680,0.0,-174.7,342.0,KINGS POINT,IMO9704439,WDH9083,1025,at anchor,29.16,,,,313.5-569.5,367770270,2017-12-01T20:59:53,40.64336,-74.14851,6.6,-92.8,320.0,CAPT BRIAN A MCALLIS,IMO9813632,WDJ3677,1025,undefined,,,,,313.5-569.5
538004094,2017-12-01T20:59:53,40.67608,-74.14215,0.0,-165.4,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313.5-569.5,367770270,2017-12-01T20:59:53,40.64336,-74.14851,6.6,-92.8,320.0,CAPT BRIAN A MCALLIS,IMO9813632,WDJ3677,1025,undefined,,,,,313.5-569.5
338329000,2017-12-01T20:59:54,40.68776,-74.15680,0.0,-174.7,342.0,KINGS POINT,IMO9704439,WDH9083,1025,at anchor,29.16,,,,313.5-570,538004094,2017-12-01T20:59:53,40.67608,-74.14215,0.0,-165.4,128.0,ZIM ALABAMA,IMO9471226,V7VD5,1004,moored,261.08,32.25,,,313.5-570
338329000,2017-12-01T20:59:54,40.68776,-74.15680,0.0,-174.7,342.0,KINGS POINT,IMO9704439,WDH9083,1025,at anchor,29.16,,,,313.5-570,367770270,2017-12-01T20:59:53,40.64336,-74.14851,6.6,-92.8,320.0,CAPT BRIAN A MCALLIS,IMO9813632,WDJ3677,1025,undefined,,,,,313.5-570
