MMSI_x,BaseDateTime_x,LAT_x,LON_x,SOG_x,COG_x,Heading_x,VesselName_x,IMO_x,CallSign_x,VesselType_x,Status_x,Length_x,Width_x,Draft_x,Cargo_x,MMSI_y,BaseDateTime_y,LAT_y,LON_y,SOG_y,COG_y,Heading_y,VesselName_y,IMO_y,CallSign_y,VesselType_y,Status_y,Length_y,Width_y,Draft_y,Cargo_y,
367682610,2017-12-09T14:10:47,40.64131,-74.12999,0.0,-68.4,203.0,JAMES D MORAN,IMO9786499,WDI2873,1025,under way using engine,28.18,,,,313-569.5,367015890,2017-12-09T14:10:47,40.64142,-74.12062,0.0,0.0,511.0,DOROTHY J,,WDC3893,1025,undefined,19.84,7.2,,,313-569.5
367682610,2017-12-09T14:10:47,40.64131,-74.12999,0.0,-68.4,203.0,JAMES D MORAN,IMO9786499,WDI2873,1025,under way using engine,28.18,,,,313-570,367015890,2017-12-09T14:10:47,40.64142,-74.12062,0.0,0.0,511.0,DOROTHY J,,WDC3893,1025,undefined,19.84,7.2,,,313-570
367682610,2017-12-09T14:10:47,40.64131,-74.12999,0.0,-68.4,203.0,JAMES D MORAN,IMO9786499,WDI2873,1025,under way using engine,28.18,,,,313.5-569.5,367015890,2017-12-09T14:10:47,40.64142,-74.12062,0.0,0.0,511.0,DOROTHY J,,WDC3893,1025,undefined,19.84,7.2,,,313.5-569.5
367682610,2017-12-09T14:10:47,40.64131,-74.12999,0.0,-68.4,203.0,JAMES D MORAN,IMO9786499,WDI2873,1025,under way using engine,28.18,,,,313.5-570,367015890,2017-12-09T14:10:47,40.64142,-74.12062,0.0,0.0,511.0,DOROTHY J,,WDC3893,1025,undefined,19.84,7.2,,,313.5-570
366896390,2017-12-09T16:18:12,39.44799,-75.98872,0.0,-109.0,511.0,G L 55,,WDB4250,1005,restricted maneuverability,48.28,18.9,,,304-583.5,338025000,2017-12-09T16:18:15,39.44591,-75.99036,0.0,-90.8,511.0,G L 54,,WDH5375,1005,undefined,54.13,18.3,,,304-583.5
366896390,2017-12-09T16:18:12,39.44799,-75.98872,0.0,-109.0,511.0,G L 55,,WDB4250,1005,restricted maneuverability,48.28,18.9,,,304-584,338025000,2017-12-09T16:18:15,39.44591,-75.99036,0.0,-90.8,511.0,G L 54,,WDH5375,1005,undefined,54.13,18.3,,,304-584
366896390,2017-12-09T16:18:12,39.44799,-75.98872,0.0,-109.0,511.0,G L 55,,WDB4250,1005,restricted maneuverability,48.28,18.9,,,304.5-583.5,338025000,2017-12-09T16:18:15,39.44591,-75.99036,0.0,-90.8,511.0,G L 54,,WDH5375,1005,undefined,54.13,18.3,,,304.5-583.5
366896390,2017-12-09T16:18:12,39.44799,-75.98872,0.0,-109.0,511.0,G L 55,,WDB4250,1005,restricted maneuverability,48.28,18.9,,,304.5-584,338025000,2017-12-09T16:18:15,39.44591,-75.99036,0.0,-90.8,511.0,G L 54,,WDH5375,1005,undefined,54.13,18.3,,,304.5-584
636015170,2017-12-09T23:44:13,39.22172,-76.57684,0.0,-152.5,274.0,AM GHENT,IMO9593476,A8ZA8,1004,moored,229.2,38.04,,,302-588.5,367473510,2017-12-09T23:44:15,39.21928,-76.57474,7.4,-198.0,511.0,ISLAND EXPRESS,,WDF6367,1025,under way using engine,16.95,6.1,,31,302-588.5
636015170,2017-12-09T23:44:13,39.22172,-76.57684,0.0,-152.5,274.0,AM GHENT,IMO9593476,A8ZA8,1004,moored,229.2,38.04,,,302-589,367473510,2017-12-09T23:44:15,39.21928,-76.57474,7.4,-198.0,511.0,ISLAND EXPRESS,,WDF6367,1025,under way using engine,16.95,6.1,,31,302-589
636015170,2017-12-09T23:44:13,39.22172,-76.57684,0.0,-152.5,274.0,AM GHENT,IMO9593476,A8ZA8,1004,moored,229.2,38.04,,,302.5-588.5,367473510,2017-12-09T23:44:15,39.21928,-76.57474,7.4,-198.0,511.0,ISLAND EXPRESS,,WDF6367,1025,under way using engine,16.95,6.1,,31,302.5-588.5
636015170,2017-12-09T23:44:13,39.22172,-76.57684,0.0,-152.5,274.0,AM GHENT,IMO9593476,A8ZA8,1004,moored,229.2,38.04,,,302.5-589,367473510,2017-12-09T23:44:15,39.21928,-76.57474,7.4,-198.0,511.0,ISLAND EXPRESS,,WDF6367,1025,under way using engine,16.95,6.1,,31,302.5-589
367706270,2017-12-10T09:08:08,39.21308,-76.54066,0.0,-126.2,511.0,MS JANET,IMO8852710,WDI5213,1025,under way using engine,28.8,8.63,,,302-587.5,366966650,2017-12-10T09:08:08,39.25303,-76.54595,0.1,190.7,511.0,JAMES R MORAN,IMO9327267,WDB8932,1025,under way using engine,28.04,9.75,,,302-587.5
367706270,2017-12-10T09:08:08,39.21308,-76.54066,0.0,-126.2,511.0,MS JANET,IMO8852710,WDI5213,1025,under way using engine,28.8,8.63,,,302-588,366966650,2017-12-10T09:08:08,39.25303,-76.54595,0.1,190.7,511.0,JAMES R MORAN,IMO9327267,WDB8932,1025,under way using engine,28.04,9.75,,,302-588
367706270,2017-12-10T09:08:08,39.21308,-76.54066,0.0,-126.2,511.0,MS JANET,IMO8852710,WDI5213,1025,under way using engine,28.8,8.63,,,302.5-587.5,366966650,2017-12-10T09:08:08,39.25303,-76.54595,0.1,190.7,511.0,JAMES R MORAN,IMO9327267,WDB8932,1025,under way using engine,28.04,9.75,,,302.5-587.5
367706270,2017-12-10T09:08:08,39.21308,-76.54066,0.0,-126.2,511.0,MS JANET,IMO8852710,WDI5213,1025,under way using engine,28.8,8.63,,,302.5-588,366966650,2017-12-10T09:08:08,39.25303,-76.54595,0.1,190.7,511.0,JAMES R MORAN,IMO9327267,WDB8932,1025,under way using engine,28.04,9.75,,,302.5-588
367690670,2017-12-10T10:16:22,39.28136,-76.60141,0.0,-49.9,511.0,SOCIAL SECURITY STMT,,WDI3668,1019,,,,,,303-588.5,366998520,2017-12-10T10:16:27,39.26955,-76.58490,0.0,-91.6,511.0,DAVID M KRAUSE,IMO8424848,WDC2846,52,under way using engine,32,8,5.0,52,303-588.5
367690670,2017-12-10T10:16:22,39.28136,-76.60141,0.0,-49.9,511.0,SOCIAL SECURITY STMT,,WDI3668,1019,,,,,,303-589,366998520,2017-12-10T10:16:27,39.26955,-76.58490,0.0,-91.6,511.0,DAVID M KRAUSE,IMO8424848,WDC2846,52,under way using engine,32,8,5.0,52,303-589
367690670,2017-12-10T10:16:22,39.28136,-76.60141,0.0,-49.9,511.0,SOCIAL SECURITY STMT,,WDI3668,1019,,,,,,303.5-588.5,366998520,2017-12-10T10:16:27,39.26955,-76.58490,0.0,-91.6,511.0,DAVID M KRAUSE,IMO8424848,WDC2846,52,under way using engine,32,8,5.0,52,303.5-588.5
367690670,2017-12-10T10:16:22,39.28136,-76.60141,0.0,-49.9,511.0,SOCIAL SECURITY STMT,,WDI3668,1019,,,,,,303.5-589,366998520,2017-12-10T10:16:27,39.26955,-76.58490,0.0,-91.6,511.0,DAVID M KRAUSE,IMO8424848,WDC2846,52,under way using engine,32,8,5.0,52,303.5-589
367552410,2017-12-10T16:20:48,36.83665,-76.27703,0.0,-120.1,511.0,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,1025,under way using engine,26.21,10.97,,,284-585.5,367457580,2017-12-10T16:20:48,36.91367,-76.18050,0.0,-108.9,511.0,TRACY MORAN,IMO9232046,WDA2094,1025,under way using engine,28.04,9.75,,,284-585.5
367552410,2017-12-10T16:20:48,36.83665,-76.27703,0.0,-120.1,511.0,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,1025,under way using engine,26.21,10.97,,,284-586,367457580,2017-12-10T16:20:48,36.91367,-76.18050,0.0,-108.9,511.0,TRACY MORAN,IMO9232046,WDA2094,1025,under way using engine,28.04,9.75,,,284-586
367552410,2017-12-10T16:20:48,36.83665,-76.27703,0.0,-120.1,511.0,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,1025,under way using engine,26.21,10.97,,,284.5-585.5,367457580,2017-12-10T16:20:48,36.91367,-76.18050,0.0,-108.9,511.0,TRACY MORAN,IMO9232046,WDA2094,1025,under way using engine,28.04,9.75,,,284.5-585.5
367552410,2017-12-10T16:20:48,36.83665,-76.27703,0.0,-120.1,511.0,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,1025,under way using engine,26.21,10.97,,,284.5-586,367457580,2017-12-10T16:20:48,36.91367,-76.18050,0.0,-108.9,511.0,TRACY MORAN,IMO9232046,WDA2094,1025,under way using engine,28.04,9.75,,,284.5-586
366851680,2017-12-10T16:56:53,40.71524,-74.02338,8.6,-134.0,511.0,SEN FRANK LAUTENBERG,,WDA8191,1012,under way using engine,23.93,8.7,,,314-568.5,367000150,2017-12-10T16:56:52,40.70049,-74.01238,0.0,-55.6,344.0,ANDREW J BARBERI,IMO7702762,WYR3370,1012,under way using engine,94.49,21.34,4.1,69,314-568.5
366851680,2017-12-10T16:56:53,40.71524,-74.02338,8.6,-134.0,511.0,SEN FRANK LAUTENBERG,,WDA8191,1012,under way using engine,23.93,8.7,,,314-569,367000150,2017-12-10T16:56:52,40.70049,-74.01238,0.0,-55.6,344.0,ANDREW J BARBERI,IMO7702762,WYR3370,1012,under way using engine,94.49,21.34,4.1,69,314-569
366851680,2017-12-10T16:56:53,40.71524,-74.02338,8.6,-134.0,511.0,SEN FRANK LAUTENBERG,,WDA8191,1012,under way using engine,23.93,8.7,,,314.5-568.5,367000150,2017-12-10T16:56:52,40.70049,-74.01238,0.0,-55.6,344.0,ANDREW J BARBERI,IMO7702762,WYR3370,1012,under way using engine,94.49,21.34,4.1,69,314.5-568.5
366851680,2017-12-10T16:56:53,40.71524,-74.02338,8.6,-134.0,511.0,SEN FRANK LAUTENBERG,,WDA8191,1012,under way using engine,23.93,8.7,,,314.5-569,367000150,2017-12-10T16:56:52,40.70049,-74.01238,0.0,-55.6,344.0,ANDREW J BARBERI,IMO7702762,WYR3370,1012,under way using engine,94.49,21.34,4.1,69,314.5-569
368528000,2017-12-10T19:06:35,36.84231,-76.29963,0.0,-164.6,511.0,SHEARWATER,IMO8993966,WDF5838,1020,moored,33.25,11.9,,,284-585.5,367519280,2017-12-10T19:06:39,36.82335,-76.28829,0.0,-159.0,511.0,OCEAN ENDEAVOR,IMO8851481,WDG2788,1025,power-driven vessel pushing ahead or towing alongside,18.14,6.7,,,284-585.5
368528000,2017-12-10T19:06:35,36.84231,-76.29963,0.0,-164.6,511.0,SHEARWATER,IMO8993966,WDF5838,1020,moored,33.25,11.9,,,284-586,367519280,2017-12-10T19:06:39,36.82335,-76.28829,0.0,-159.0,511.0,OCEAN ENDEAVOR,IMO8851481,WDG2788,1025,power-driven vessel pushing ahead or towing alongside,18.14,6.7,,,284-586
368528000,2017-12-10T19:06:35,36.84231,-76.29963,0.0,-164.6,511.0,SHEARWATER,IMO8993966,WDF5838,1020,moored,33.25,11.9,,,284.5-585.5,367519280,2017-12-10T19:06:39,36.82335,-76.28829,0.0,-159.0,511.0,OCEAN ENDEAVOR,IMO8851481,WDG2788,1025,power-driven vessel pushing ahead or towing alongside,18.14,6.7,,,284.5-585.5
368528000,2017-12-10T19:06:35,36.84231,-76.29963,0.0,-164.6,511.0,SHEARWATER,IMO8993966,WDF5838,1020,moored,33.25,11.9,,,284.5-586,367519280,2017-12-10T19:06:39,36.82335,-76.28829,0.0,-159.0,511.0,OCEAN ENDEAVOR,IMO8851481,WDG2788,1025,power-driven vessel pushing ahead or towing alongside,18.14,6.7,,,284.5-586
367688810,2017-12-10T21:04:52,40.75961,-74.01850,0.0,10.9,511.0,GREAT SCOTT,,WDI3484,1019,,20.82,5.3,,,314-568.5,367622140,2017-12-10T21:04:56,40.69150,-74.02918,12.4,68.3,511.0,THE MANHATTAN,,WDH4861,1012,moored,29.32,6.8,,,314-568.5
367688810,2017-12-10T21:04:52,40.75961,-74.01850,0.0,10.9,511.0,GREAT SCOTT,,WDI3484,1019,,20.82,5.3,,,314-569,367622140,2017-12-10T21:04:56,40.69150,-74.02918,12.4,68.3,511.0,THE MANHATTAN,,WDH4861,1012,moored,29.32,6.8,,,314-569
367688810,2017-12-10T21:04:52,40.75961,-74.01850,0.0,10.9,511.0,GREAT SCOTT,,WDI3484,1019,,20.82,5.3,,,314.5-568.5,367622140,2017-12-10T21:04:56,40.69150,-74.02918,12.4,68.3,511.0,THE MANHATTAN,,WDH4861,1012,moored,29.32,6.8,,,314.5-568.5
367688810,2017-12-10T21:04:52,40.75961,-74.01850,0.0,10.9,511.0,GREAT SCOTT,,WDI3484,1019,,20.82,5.3,,,314.5-569,367622140,2017-12-10T21:04:56,40.69150,-74.02918,12.4,68.3,511.0,THE MANHATTAN,,WDH4861,1012,moored,29.32,6.8,,,314.5-569
367165450,2017-12-11T02:51:57,40.76567,-73.84273,0.0,-188.2,76.0,TREASURE COAST,IMO9448267,WDD5896,1025,moored,31.7,10.4,3.7,31,314-567.5,367798430,2017-12-11T02:52:01,40.75666,-73.95265,0.0,184.1,36.0,H207,,WDJ6505,1012,under way using engine,,,,,314-567.5
367165450,2017-12-11T02:51:57,40.76567,-73.84273,0.0,-188.2,76.0,TREASURE COAST,IMO9448267,WDD5896,1025,moored,31.7,10.4,3.7,31,314-568,367798430,2017-12-11T02:52:01,40.75666,-73.95265,0.0,184.1,36.0,H207,,WDJ6505,1012,under way using engine,,,,,314-568
367165450,2017-12-11T02:51:57,40.76567,-73.84273,0.0,-188.2,76.0,TREASURE COAST,IMO9448267,WDD5896,1025,moored,31.7,10.4,3.7,31,314.5-567.5,367798430,2017-12-11T02:52:01,40.75666,-73.95265,0.0,184.1,36.0,H207,,WDJ6505,1012,under way using engine,,,,,314.5-567.5
367165450,2017-12-11T02:51:57,40.76567,-73.84273,0.0,-188.2,76.0,TREASURE COAST,IMO9448267,WDD5896,1025,moored,31.7,10.4,3.7,31,314.5-568,367798430,2017-12-11T02:52:01,40.75666,-73.95265,0.0,184.1,36.0,H207,,WDJ6505,1012,under way using engine,,,,,314.5-568
367834000,2017-12-11T13:17:19,36.96245,-76.41889,0.0,139.1,511.0,USNS GORDON,IMO7234430,NAKL,1004,moored,290.82,32.31,,,285-586.5,367139770,2017-12-11T13:17:19,36.95322,-76.32878,0.0,-175.1,511.0,KERRY MORAN,IMO6185826,WDD4068,1025,moored,32.92,8.89,,,285-586.5
367834000,2017-12-11T13:17:19,36.96245,-76.41889,0.0,139.1,511.0,USNS GORDON,IMO7234430,NAKL,1004,moored,290.82,32.31,,,285-587,367139770,2017-12-11T13:17:19,36.95322,-76.32878,0.0,-175.1,511.0,KERRY MORAN,IMO6185826,WDD4068,1025,moored,32.92,8.89,,,285-587
367834000,2017-12-11T13:17:19,36.96245,-76.41889,0.0,139.1,511.0,USNS GORDON,IMO7234430,NAKL,1004,moored,290.82,32.31,,,285.5-586.5,367139770,2017-12-11T13:17:19,36.95322,-76.32878,0.0,-175.1,511.0,KERRY MORAN,IMO6185826,WDD4068,1025,moored,32.92,8.89,,,285.5-586.5
367834000,2017-12-11T13:17:19,36.96245,-76.41889,0.0,139.1,511.0,USNS GORDON,IMO7234430,NAKL,1004,moored,290.82,32.31,,,285.5-587,367139770,2017-12-11T13:17:19,36.95322,-76.32878,0.0,-175.1,511.0,KERRY MORAN,IMO6185826,WDD4068,1025,moored,32.92,8.89,,,285.5-587
338186339,2017-12-11T13:33:09,38.96570,-76.47813,0.0,-49.6,511.0,SLICE OF LIFE,,,1019,,13.84,,,,300-587.5,338190755,2017-12-11T13:33:10,38.94333,-76.45905,0.0,-62.6,511.0,MAGNA GRAECIA,,,,,7.47,,,,300-587.5
338186339,2017-12-11T13:33:09,38.96570,-76.47813,0.0,-49.6,511.0,SLICE OF LIFE,,,1019,,13.84,,,,300-588,338190755,2017-12-11T13:33:10,38.94333,-76.45905,0.0,-62.6,511.0,MAGNA GRAECIA,,,,,7.47,,,,300-588
338186339,2017-12-11T13:33:09,38.96570,-76.47813,0.0,-49.6,511.0,SLICE OF LIFE,,,1019,,13.84,,,,300.5-587.5,338190755,2017-12-11T13:33:10,38.94333,-76.45905,0.0,-62.6,511.0,MAGNA GRAECIA,,,,,7.47,,,,300.5-587.5
338186339,2017-12-11T13:33:09,38.96570,-76.47813,0.0,-49.6,511.0,SLICE OF LIFE,,,1019,,13.84,,,,300.5-588,338190755,2017-12-11T13:33:10,38.94333,-76.45905,0.0,-62.6,511.0,MAGNA GRAECIA,,,,,7.47,,,,300.5-588
367314520,2017-12-11T13:33:09,39.24388,-76.56941,0.0,145.7,259.0,TUCKAHOE,IMO9452713,WDD9657,1025,under way using engine,30.26,10.4,,32,302-587.5,366966650,2017-12-11T13:33:09,39.21347,-76.53952,0.1,-52.7,511.0,JAMES R MORAN,IMO9327267,WDB8932,1025,under way using engine,28.04,9.75,,,302-587.5
367314520,2017-12-11T13:33:09,39.24388,-76.56941,0.0,145.7,259.0,TUCKAHOE,IMO9452713,WDD9657,1025,under way using engine,30.26,10.4,,32,302-588,366966650,2017-12-11T13:33:09,39.21347,-76.53952,0.1,-52.7,511.0,JAMES R MORAN,IMO9327267,WDB8932,1025,under way using engine,28.04,9.75,,,302-588
367314520,2017-12-11T13:33:09,39.24388,-76.56941,0.0,145.7,259.0,TUCKAHOE,IMO9452713,WDD9657,1025,under way using engine,30.26,10.4,,32,302.5-587.5,366966650,2017-12-11T13:33:09,39.21347,-76.53952,0.1,-52.7,511.0,JAMES R MORAN,IMO9327267,WDB8932,1025,under way using engine,28.04,9.75,,,302.5-587.5
367314520,2017-12-11T13:33:09,39.24388,-76.56941,0.0,145.7,259.0,TUCKAHOE,IMO9452713,WDD9657,1025,under way using engine,30.26,10.4,,32,302.5-588,366966650,2017-12-11T13:33:09,39.21347,-76.53952,0.1,-52.7,511.0,JAMES R MORAN,IMO9327267,WDB8932,1025,under way using engine,28.04,9.75,,,302.5-588
538005764,2017-12-11T13:53:04,40.59242,-74.02993,0.2,-106.6,307.0,WALLEYE,IMO9256626,V7GU7,1024,at anchor,227.99,32.23,13.8,80,313-568.5,367682610,2017-12-11T13:53:05,40.64869,-74.06943,10.2,123.9,124.0,JAMES D MORAN,IMO9786499,WDI2873,1025,under way using engine,28.18,,,,313-568.5
538005764,2017-12-11T13:53:04,40.59242,-74.02993,0.2,-106.6,307.0,WALLEYE,IMO9256626,V7GU7,1024,at anchor,227.99,32.23,13.8,80,313-569,367682610,2017-12-11T13:53:05,40.64869,-74.06943,10.2,123.9,124.0,JAMES D MORAN,IMO9786499,WDI2873,1025,under way using engine,28.18,,,,313-569
538005764,2017-12-11T13:53:04,40.59242,-74.02993,0.2,-106.6,307.0,WALLEYE,IMO9256626,V7GU7,1024,at anchor,227.99,32.23,13.8,80,313.5-568.5,367682610,2017-12-11T13:53:05,40.64869,-74.06943,10.2,123.9,124.0,JAMES D MORAN,IMO9786499,WDI2873,1025,under way using engine,28.18,,,,313.5-568.5
538005764,2017-12-11T13:53:04,40.59242,-74.02993,0.2,-106.6,307.0,WALLEYE,IMO9256626,V7GU7,1024,at anchor,227.99,32.23,13.8,80,313.5-569,367682610,2017-12-11T13:53:05,40.64869,-74.06943,10.2,123.9,124.0,JAMES D MORAN,IMO9786499,WDI2873,1025,under way using engine,28.18,,,,313.5-569
366999302,2017-12-11T14:05:50,39.87549,-75.20944,0.0,-115.7,511.0,CHERNESKI,,AEGG,1018,under way using engine,,,,33,307-577.5,366855710,2017-12-11T14:05:45,39.88639,-75.17695,0.1,50.4,511.0,GRAMMA LEE T MORAN,IMO9276470,WDA8564,1025,under way using engine,28.04,9.75,4.3,52,307-577.5
366999302,2017-12-11T14:05:50,39.87549,-75.20944,0.0,-115.7,511.0,CHERNESKI,,AEGG,1018,under way using engine,,,,33,307-578,366855710,2017-12-11T14:05:45,39.88639,-75.17695,0.1,50.4,511.0,GRAMMA LEE T MORAN,IMO9276470,WDA8564,1025,under way using engine,28.04,9.75,4.3,52,307-578
366999302,2017-12-11T14:05:50,39.87549,-75.20944,0.0,-115.7,511.0,CHERNESKI,,AEGG,1018,under way using engine,,,,33,307.5-577.5,366855710,2017-12-11T14:05:45,39.88639,-75.17695,0.1,50.4,511.0,GRAMMA LEE T MORAN,IMO9276470,WDA8564,1025,under way using engine,28.04,9.75,4.3,52,307.5-577.5
366999302,2017-12-11T14:05:50,39.87549,-75.20944,0.0,-115.7,511.0,CHERNESKI,,AEGG,1018,under way using engine,,,,33,307.5-578,366855710,2017-12-11T14:05:45,39.88639,-75.17695,0.1,50.4,511.0,GRAMMA LEE T MORAN,IMO9276470,WDA8564,1025,under way using engine,28.04,9.75,4.3,52,307.5-578
367668450,2017-12-11T16:42:36,40.70546,-73.99598,12.3,67.7,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314-568.5,367482250,2017-12-11T16:42:36,40.71429,-74.01821,5.2,45.2,511.0,JERSEY,,WDF7218,1012,under way using engine,21.03,7.8,,,314-568.5
367668450,2017-12-11T16:42:36,40.70546,-73.99598,12.3,67.7,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314-569,367482250,2017-12-11T16:42:36,40.71429,-74.01821,5.2,45.2,511.0,JERSEY,,WDF7218,1012,under way using engine,21.03,7.8,,,314-569
367668450,2017-12-11T16:42:36,40.70546,-73.99598,12.3,67.7,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314.5-568.5,367482250,2017-12-11T16:42:36,40.71429,-74.01821,5.2,45.2,511.0,JERSEY,,WDF7218,1012,under way using engine,21.03,7.8,,,314.5-568.5
367668450,2017-12-11T16:42:36,40.70546,-73.99598,12.3,67.7,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314.5-569,367482250,2017-12-11T16:42:36,40.71429,-74.01821,5.2,45.2,511.0,JERSEY,,WDF7218,1012,under way using engine,21.03,7.8,,,314.5-569
366909510,2017-12-11T18:28:23,34.22673,-77.95342,0.0,13.2,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,1025,under way using engine,32.31,9.44,4.3,52,264-598.5,367308150,2017-12-11T18:28:26,34.22408,-77.95458,0.0,-95.3,511.0,CAPE MAY,IMO7306790,WYT8068,1025,under way using engine,32.62,10.37,,,264-598.5
366909510,2017-12-11T18:28:23,34.22673,-77.95342,0.0,13.2,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,1025,under way using engine,32.31,9.44,4.3,52,264-599,367308150,2017-12-11T18:28:26,34.22408,-77.95458,0.0,-95.3,511.0,CAPE MAY,IMO7306790,WYT8068,1025,under way using engine,32.62,10.37,,,264-599
366909510,2017-12-11T18:28:23,34.22673,-77.95342,0.0,13.2,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,1025,under way using engine,32.31,9.44,4.3,52,264.5-598.5,367308150,2017-12-11T18:28:26,34.22408,-77.95458,0.0,-95.3,511.0,CAPE MAY,IMO7306790,WYT8068,1025,under way using engine,32.62,10.37,,,264.5-598.5
366909510,2017-12-11T18:28:23,34.22673,-77.95342,0.0,13.2,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,1025,under way using engine,32.31,9.44,4.3,52,264.5-599,367308150,2017-12-11T18:28:26,34.22408,-77.95458,0.0,-95.3,511.0,CAPE MAY,IMO7306790,WYT8068,1025,under way using engine,32.62,10.37,,,264.5-599
366853420,2017-12-11T19:26:00,40.70712,-74.02601,17.1,-75.8,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314-568.5,367782690,2017-12-11T19:26:03,40.70072,-73.97164,0.1,-120.5,101.0,H202,,WDJ4943,1012,under way using engine,,,,,314-568.5
366853420,2017-12-11T19:26:00,40.70712,-74.02601,17.1,-75.8,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314-568.5,367113120,2017-12-11T19:26:03,40.69993,-74.01173,0.2,-131.4,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,314-568.5
367782690,2017-12-11T19:26:03,40.70072,-73.97164,0.1,-120.5,101.0,H202,,WDJ4943,1012,under way using engine,,,,,314-568.5,367113120,2017-12-11T19:26:03,40.69993,-74.01173,0.2,-131.4,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,314-568.5
366853420,2017-12-11T19:26:00,40.70712,-74.02601,17.1,-75.8,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314-569,367782690,2017-12-11T19:26:03,40.70072,-73.97164,0.1,-120.5,101.0,H202,,WDJ4943,1012,under way using engine,,,,,314-569
366853420,2017-12-11T19:26:00,40.70712,-74.02601,17.1,-75.8,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314-569,367113120,2017-12-11T19:26:03,40.69993,-74.01173,0.2,-131.4,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,314-569
367782690,2017-12-11T19:26:03,40.70072,-73.97164,0.1,-120.5,101.0,H202,,WDJ4943,1012,under way using engine,,,,,314-569,367113120,2017-12-11T19:26:03,40.69993,-74.01173,0.2,-131.4,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,314-569
366853420,2017-12-11T19:26:00,40.70712,-74.02601,17.1,-75.8,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314.5-568.5,367782690,2017-12-11T19:26:03,40.70072,-73.97164,0.1,-120.5,101.0,H202,,WDJ4943,1012,under way using engine,,,,,314.5-568.5
366853420,2017-12-11T19:26:00,40.70712,-74.02601,17.1,-75.8,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314.5-568.5,367113120,2017-12-11T19:26:03,40.69993,-74.01173,0.2,-131.4,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,314.5-568.5
367782690,2017-12-11T19:26:03,40.70072,-73.97164,0.1,-120.5,101.0,H202,,WDJ4943,1012,under way using engine,,,,,314.5-568.5,367113120,2017-12-11T19:26:03,40.69993,-74.01173,0.2,-131.4,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,314.5-568.5
366853420,2017-12-11T19:26:00,40.70712,-74.02601,17.1,-75.8,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314.5-569,367782690,2017-12-11T19:26:03,40.70072,-73.97164,0.1,-120.5,101.0,H202,,WDJ4943,1012,under way using engine,,,,,314.5-569
366853420,2017-12-11T19:26:00,40.70712,-74.02601,17.1,-75.8,511.0,ENDURING FREEDOM,,WDA8351,1012,under way using engine,19.78,5.3,,,314.5-569,367113120,2017-12-11T19:26:03,40.69993,-74.01173,0.2,-131.4,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,314.5-569
367782690,2017-12-11T19:26:03,40.70072,-73.97164,0.1,-120.5,101.0,H202,,WDJ4943,1012,under way using engine,,,,,314.5-569,367113120,2017-12-11T19:26:03,40.69993,-74.01173,0.2,-131.4,511.0,SHAWN MILLER,,WDD2268,1025,under way using engine,14.87,5.8,,31,314.5-569
366853410,2017-12-11T21:00:35,40.76080,-74.00384,1.2,29.3,511.0,FRED V MORRONE,,WDA8350,1012,under way using engine,19.78,5.3,,,314-568.5,367791550,2017-12-11T21:00:37,40.70390,-74.00262,12.9,67.3,72.0,FLYER,,WDJ5814,1012,undefined,24.51,,,,314-568.5
366853410,2017-12-11T21:00:35,40.76080,-74.00384,1.2,29.3,511.0,FRED V MORRONE,,WDA8350,1012,under way using engine,19.78,5.3,,,314-569,367791550,2017-12-11T21:00:37,40.70390,-74.00262,12.9,67.3,72.0,FLYER,,WDJ5814,1012,undefined,24.51,,,,314-569
